calipde01,Demetrius Calip,1992,0,,,
jacksde01,Demetrius Jackson,2017-2018,1,,,
gaide01,Deng Gai,2006,0,,,
awtrede01,Dennis Awtrey,1971-1982,0,,,
bellde01,Dennis Bell,1974-1976,0,,,
boydde01,Dennis Boyd,1979,0,,,
duvalde01,Dennis DuVal,1975-1976,0,,,
greyde01,Dennis Grey,1969-1970,0,,,
hamilde01,Dennis Hamilton,1968-1971,0,,,
holmade01,Dennis Holman,1968,0,,,
hopsode01,Dennis Hopson,1988-1992,0,,,
hornede01,Dennis Horner,2012,0,,,
johnsde01,Dennis Johnson,1977-1990,0,,,
nuttde01,Dennis Nutt,1987,0,,,
rodmade01,Dennis Rodman,1987-2000,0,,,
schrode01,Dennis Schroder,2014-2018,1,,,
scottde01,Dennis Scott,1991-2000,0,,,
smithde03,Dennis Smith Jr.,2018,1,,,
stewade01,Dennis Stewart,1971,0,,,
vanzade01,Dennis Van Zant,1976,0,,,
wuycide01,Dennis Wuycik,1973-1975,0,,,
livinde01,Denzel Livingston,-,0,,,
valende01,Denzel Valentine,2017-2018,1,,,
burtode02,Deonte Burton,-,0,,,
burtode01,Deonte Burton,-,0,,,
jonesde01,DeQuan Jones,2013,1,,,
anderde01,Derek Anderson,1998-2008,0,,,
cookede01,Derek Cooke,-,0,,,
fishede01,Derek Fisher,1997-2014,0,,,
grimmde01,Derek Grimm,1998,0,,,
harpede01,Derek Harper,1984-1999,0,,,
hoodde01,Derek Hood,2000,0,,,
smithde02,Derek Smith,1983-1991,0,,,
stronde01,Derek Strong,1992-2001,0,,,
willide04,Derek Willis,-,0,,,
johnsde03,DerMarr Johnson,2001-2008,0,,,
oconnde01,Dermie O'Connell,1949-1950,0,,,
willide01,Deron Williams,2006-2017,0,,,
dickede01,Derrek Dickey,1974-1978,0,,,
alstode01,Derrick Alston,1995-1997,0,,,
brownde04,Derrick Brown,2010-2012,0,,,
byarsde01,Derrick Byars,2012,0,,,
caracde01,Derrick Caracter,2011,0,,,
chievde01,Derrick Chievous,1989-1991,0,,,
colemde01,Derrick Coleman,1991-2005,0,,,
dialde01,Derrick Dial,2000-2004,0,,,
favorde01,Derrick Favors,2011-2018,1,,,
gervide01,Derrick Gervin,1990-1991,0,,,
jonesde02,Derrick Jones,2017-2018,1,,,
lowde01,Derrick Low,-,0,,,
mckeyde01,Derrick McKey,1988-2002,0,,,
phelpde01,Derrick Phelps,1995,0,,,
rosede01,Derrick Rose,2009-2018,1,,,
rowlade01,Derrick Rowland,1986,0,,,
waltode01,Derrick Walton,2018,1,,,
whitede01,Derrick White,2018,1,,,
willide02,Derrick Williams,2012-2018,1,,,
zimmede01,Derrick Zimmerman,2006,0,,,
diopde01,DeSagana Diop,2002-2013,0,,,
thomade01,Deshaun Thomas,-,0,,,
stevede01,DeShawn Stevenson,2001-2013,0,,,
farmede01,Desmon Farmer,2007-2009,0,,,
fergude01,Desmond Ferguson,2004,0,,,
masonde01,Desmond Mason,2001-2010,0,,,
penigde01,Desmond Penigar,2004,0,,,
schrede01,Detlef Schrempf,1986-2001,0,,,
georgde01,Devean George,2000-2010,0,,,
bookede02,Devin Booker,-,0,,,
bookede01,Devin Booker,2016-2018,1,,,
brownde02,Devin Brown,2003-2010,0,,,
durrade01,Devin Durrant,1985-1986,0,,,
ebankde01,Devin Ebanks,2011-2013,0,,,
grayde01,Devin Gray,1997-2000,0,,,
greende01,Devin Green,2006,0,,,
harride01,Devin Harris,2005-2018,1,,,
robinde01,Devin Robinson,2018,1,,,
sweetde01,Devin Sweetney,-,0,,,
willide03,Devin Williams,-,0,,,
hallde01,Devon Hall,-,0,,,
hardide01,DeVon Hardin,-,0,,,
grahade01,Devonte' Graham,-,0,,,
marblde01,Devyn Marble,2015-2016,0,,,
dedmode01,Dewayne Dedmon,2014-2018,1,,,
scalede01,DeWayne Scales,1981-1984,0,,,
menyade01,Dewitt Menyard,1968,0,,,
boneyde01,Dexter Boney,1997,0,,,
cambrde01,Dexter Cambridge,1993,0,,,
pittmde01,Dexter Pittman,2011-2014,0,,,
shousde01,Dexter Shouse,1990,0,,,
stricde01,Dexter Strickland,-,0,,,
westbde01,Dexter Westbrook,1968,0,,,
davisde01,Deyonta Davis,2017-2018,1,,,
wellsde01,Dez Wells,-,0,,,
stonedi01,Diamond Stone,2017,1,,,
garredi02,Diante Garrett,2013-2014,0,,,
athadi01,Dick Atha,1956-1958,0,,,
barnedi01,Dick Barnett,1960-1974,0,,,
buntdi01,Dick Bunt,1953,0,,,
cunnidi01,Dick Cunningham,1969-1975,0,,,
dickedi01,Dick Dickey,1952,0,,,
duckedi01,Dick Duckett,1958,0,,,
farledi01,Dick Farley,1955-1959,0,,,
fitzgdi01,Dick Fitzgerald,1947-1948,0,,,
garmadi01,Dick Garmaker,1956-1961,0,,,
garredi01,Dick Garrett,1970-1974,0,,,
gibbsdi01,Dick Gibbs,1972-1976,0,,,
groatdi01,Dick Groat,1953,0,,,
grubadi01,Dick Grubar,1970,0,,,
hemridi01,Dick Hemric,1956-1957,0,,,
holubdi01,Dick Holub,1948,0,,,
knostdi01,Dick Knostman,1954,0,,,
leedi01,Dick Lee,1968,0,,,
mcguidi01,Dick McGuire,1950-1960,0,,,
mehendi01,Dick Mehen,1950-1952,0,,,
milledi01,Dick Miller,1981,0,,,
murphdi01,Dick Murphy,1947,0,,,
nemeldi01,Dick Nemelka,1971,0,,,
okeefdi01,Dick O'Keefe,1948-1951,0,,,
rickedi01,Dick Ricketts,1956-1958,0,,,
rosendi01,Dick Rosenthal,1955-1957,0,,,
schnidi01,Dick Schnittker,1951-1958,0,,,
schuldi01,Dick Schulz,1947-1950,0,,,
shriddi01,Dick Shrider,1949,0,,,
snydedi01,Dick Snyder,1967-1979,0,,,
surhodi01,Dick Surhoff,1953-1954,0,,,
triptdi01,Dick Triptow,1949-1950,0,,,
vanardi01,Dick Van Arsdale,1966-1977,0,,,
wehrdi01,Dick Wehr,1949,0,,,
simpkdi01,Dickey Simpkins,1995-2002,0,,,
thompdi01,Dijon Thompson,2006-2007,0,,,
eddledi01,Dike Eddleman,1950-1953,0,,,
mutomdi01,Dikembe Mutombo,1992-2009,0,,,
crockdi01,Dillard Crocker,1949-1953,0,,,
brookdi01,Dillon Brooks,2018,1,,,
agravdi01,Dimitrios Agravanis,-,0,,,
martidi01,Dino Martin,1947-1948,0,,,
radjadi01,Dino Radja,1994-1997,0,,,
glovedi01,Dion Glover,2000-2005,0,,,
waitedi01,Dion Waiters,2013-2018,1,,,
chrisdi01,Dionte Christmas,2014,0,,,
minnidi01,Dirk Minniefield,1986-1988,0,,,
nowitdi01,Dirk Nowitzki,1999-2018,1,,,
thiamdj01,Djibril Thiam,-,0,,,
riverdo01,Doc Rivers,1984-1996,0,,,
schaydo01,Dolph Schayes,1950-1964,0,,,
sabondo01,Domantas Sabonis,2017-2018,1,,,
mcguido01,Dominic McGuire,2008-2013,0,,,
pressdo01,Dominic Pressley,1989,0,,,
waterdo01,Dominic Waters,-,0,,,
jonesdo02,Dominique Jones,2011-2013,0,,,
wilkido01,Dominique Wilkins,1983-1999,0,,,
ackerdo01,Don Ackerman,1954,0,,,
adamsdo01,Don Adams,1971-1977,0,,,
anieldo01,Don Anielak,1955,0,,,
asmondo01,Don Asmonga,1954,0,,,
barksdo01,Don Barksdale,1952-1955,0,,,
bielkdo01,Don Bielke,1956,0,,,
bovendo01,Don Boven,1950-1953,0,,,
busedo01,Don Buse,1973-1985,0,,,
carlodo01,Don Carlos,1969,0,,,
carlsdo01,Don Carlson,1947-1951,0,,,
chanedo01,Don Chaney,1969-1980,0,,,
collido02,Don Collins,1981-1987,0,,,
deedo01,Don Dee,1969,0,,,
eliasdo01,Don Eliason,1947,0,,,
forddo01,Don Ford,1976-1982,0,,,
gratedo01,Don Grate,1950,0,,,
hanrado01,Don Hanrahan,1953,0,,,
henrido01,Don Henriksen,1953-1955,0,,,
kojisdo01,Don Kojis,1964-1975,0,,,
lofgrdo01,Don Lofgran,1951-1954,0,,,
macledo01,Don MacLean,1993-2001,0,,,
martido01,Don Martin,1947-1949,0,,,
maydo01,Don May,1969-1975,0,,,
nelsodo01,Don Nelson,1963-1976,0,,,
ohldo01,Don Ohl,1961-1970,0,,,
ottendo01,Don Otten,1950-1953,0,,,
putnado01,Don Putman,1947-1950,0,,,
raydo01,Don Ray,1950,0,,,
rehfedo01,Don Rehfeldt,1951-1952,0,,,
reiddo01,Don Reid,1996-2003,0,,,
savagdo01,Don Savage,1952-1957,0,,,
smithdo02,Don Smith,1975,0,,,
smithdo01,Don Smith,1949,0,,,
sundedo01,Don Sunderlage,1954-1955,0,,,
hodgedo01,Donald Hodge,1992-1996,0,,,
royaldo01,Donald Royal,1990-1998,0,,,
sidledo01,Donald Sidle,1969-1972,0,,,
sloando01,Donald Sloan,2012-2016,1,,,
washido01,Donald Washington,1975-1976,0,,,
whitedo01,Donald Whiteside,1997-1998,0,,,
motiedo01,Donatas Motiejunas,2013-2017,1,,,
taylodo01,Donell Taylor,2006-2007,0,,,
harvedo01,Donnell Harvey,2001-2005,0,,,
boycedo01,Donnie Boyce,1996-1997,0,,,
butchdo01,Donnie Butcher,1962-1966,0,,,
formado01,Donnie Forman,1949,0,,,
freemdo01,Donnie Freeman,1968-1976,0,,,
marshdo02,Donny Marshall,1996-2003,0,,,
mitchdo01,Donovan Mitchell,2018,1,,,
smithdo04,Donta Smith,2005-2006,0,,,
jonesdo01,Dontae' Jones,1998,0,,,
divindo01,Donte DiVincenzo,-,0,,,
greendo01,Donte Greene,2009-2012,0,,,
jeffedo01,Dontell Jefferson,2009,0,,,
wingfdo01,Dontonio Wingfield,1995-1998,0,,,
marshdo01,Donyell Marshall,1995-2009,0,,,
wrighdo01,Dorell Wright,2005-2015,0,,,
finnedo01,Dorian Finney-Smith,2017-2018,1,,,
murredo01,Dorie Murrey,1967-1972,0,,,
lambdo01,Doron Lamb,2013-2014,0,,,
bolstdo01,Doug Bolstorff,1958,0,,,
chrisdo01,Doug Christie,1993-2007,0,,,
collido01,Doug Collins,1974-1981,0,,,
edwardo01,Doug Edwards,1994-1996,0,,,
holcodo01,Doug Holcomb,1949,0,,,
kistldo01,Doug Kistler,1962,0,,,
leedo01,Doug Lee,1992-1995,0,,,
mcderdo01,Doug McDermott,2015-2018,1,,,
moedo01,Doug Moe,1968-1972,0,,,
overtdo01,Doug Overton,1993-2004,0,,,
rothdo01,Doug Roth,1990,0,,,
simsdo01,Doug Sims,1969,0,,,
smithdo03,Doug Smith,1992-1996,0,,,
westdo01,Doug West,1990-2001,0,,,
parrado01,Doyle Parrack,1947,0,,,
bendedr01,Dragan Bender,2017-2018,1,,,
tarladr01,Dragan Tarlac,2001,0,,,
greendr01,Draymond Green,2013-2018,1,,,
petrodr01,Drazen Petrovic,1990-1993,0,,,
barrydr01,Drew Barry,1998-2000,0,,,
crawfan01,Drew Crawford,-,0,,,
goodedr01,Drew Gooden,2003-2016,0,,,
gordodr01,Drew Gordon,2015,0,,,
causwdu01,Duane Causwell,1991-2001,0,,,
coopedu01,Duane Cooper,1993-1994,0,,,
ferredu01,Duane Ferrell,1989-1999,0,,,
kluehdu01,Duane Klueh,1950-1951,0,,,
washidu01,Duane Washington,1988-1993,0,,,
willidu01,Duck Williams,1980,0,,,
bradldu01,Dudley Bradley,1980-1989,0,,,
dukandu01,Duje Dukan,2016,0,,,
robindu01,Duncan Robinson,-,0,,,
scottdu01,Durand Scott,-,0,,,
dilladw01,Dwaine Dillard,1976,0,,,
bacondw01,Dwayne Bacon,2018,1,,,
collidw01,Dwayne Collins,-,0,,,
davisdw02,Dwayne Davis,-,0,,,
jonesdw02,Dwayne Jones,2006-2010,0,,,
mccladw01,Dwayne McClain,1986,0,,,
mortodw01,Dwayne Morton,1995,0,,,
poleedw01,Dwayne Polee,1987,0,,,
schindw01,Dwayne Schintzius,1991-1999,0,,,
whitfdw01,Dwayne Whitfield,1996,0,,,
anderdw01,Dwight Anderson,1983,0,,,
buyckdw01,Dwight Buycks,2014-2018,1,,,
davisdw01,Dwight Davis,1973-1977,0,,,
howardw01,Dwight Howard,2005-2018,1,,,
jonesdw01,Dwight Jones,1974-1983,0,,,
poweldw01,Dwight Powell,2015-2018,1,,,
walledw01,Dwight Waller,1969-1972,0,,,
wadedw01,Dwyane Wade,2004-2018,1,,,
nixdy01,Dyron Nix,1990,0,,,
musadz01,Dzanan Musa,-,0,,,
mooreet01,E'Twaun Moore,2012-2018,1,,,
colemec01,E.C. Coleman,1974-1979,0,,,
singlej01,E.J. Singler,-,0,,,
barroea01,Earl Barron,2006-2015,0,,,
boykiea01,Earl Boykins,1999-2012,0,,,
clarkea01,Earl Clark,2010-2015,0,,,
curetea01,Earl Cureton,1981-1997,0,,,
doddea01,Earl Dodd,1950,0,,,
evansea01,Earl Evans,1980,0,,,
gardnea01,Earl Gardner,1949,0,,,
jonesea01,Earl Jones,1985-1986,0,,,
lloydea01,Earl Lloyd,1951-1960,0,,,
monroea01,Earl Monroe,1968-1980,0,,,
shannea01,Earl Shannon,1947-1949,0,,,
tatumea01,Earl Tatum,1977-1980,0,,,
watsoea01,Earl Watson,2002-2014,0,,,
williea01,Earl Williams,1975-1979,0,,,
higgiea01,Earle Higgins,1971,0,,,
killuea01,Earnie Killum,1971,0,,,
parhaea01,Easy Parham,1949-1951,0,,,
barteed01,Ed Bartels,1950-1951,0,,,
beached01,Ed Beach,1951,0,,,
biedeed01,Ed Biedenbach,1969,0,,,
burtoed01,Ed Burton,1962-1965,0,,,
conlied01,Ed Conlin,1956-1962,0,,,
dahleed01,Ed Dahler,1952,0,,,
danieed01,Ed Daniel,-,0,,,
davised01,Ed Davis,2011-2018,1,,,
earleed01,Ed Earle,1954,0,,,
flemied01,Ed Fleming,1956-1960,0,,,
gaydaed01,Ed Gayda,1951,0,,,
grayed01,Ed Gray,1998-1999,0,,,
hortoed01,Ed Horton,1990,0,,,
johnsed01,Ed Johnson,1969-1971,0,,,
kalafed01,Ed Kalafat,1955-1957,0,,,
kasided01,Ed Kasid,1947,0,,,
leedeed01,Ed Leede,1950-1951,0,,,
macaued01,Ed Macauley,1950-1959,0,,,
mannied01,Ed Manning,1968-1976,0,,,
melvied01,Ed Melvin,1947,0,,,
mikaned01,Ed Mikan,1949-1954,0,,,
nealyed01,Ed Nealy,1983-1993,0,,,
obanned01,Ed O'Bannon,1996-1997,0,,,
petered01,Ed Peterson,1950-1951,0,,,
pincked01,Ed Pinckney,1986-1997,0,,,
rainsed01,Ed Rains,1982-1983,0,,,
ratleed01,Ed Ratleff,1974-1978,0,,,
sadowed01,Ed Sadowski,1947-1950,0,,,
searced01,Ed Searcy,1976,0,,,
sheroed01,Ed Sherod,1983,0,,,
smithed01,Ed Smith,1954,0,,,
stanced01,Ed Stanczak,1950-1951,0,,,
stokeed01,Ed Stokes,1998,0,,,
basdeed01,Eddie Basden,2006,0,,,
gilled01,Eddie Gill,2001-2009,0,,,
griffed01,Eddie Griffin,2002-2007,0,,,
houseed01,Eddie House,2001-2011,0,,,
hugheed01,Eddie Hughes,1988-1990,0,,,
johnsed03,Eddie Johnson,1982-1999,0,,,
johnsed02,Eddie Johnson,1978-1987,0,,,
jonesed02,Eddie Jones,1995-2008,0,,,
jordaed01,Eddie Jordan,1978-1984,0,,,
wilkied01,Eddie Lee Wilkins,1985-1993,0,,,
masted01,Eddie Mast,1971-1973,0,,,
milesed01,Eddie Miles,1964-1972,0,,,
milleed01,Eddie Miller,1953-1954,0,,,
owensed01,Eddie Owens,1978,0,,,
philled01,Eddie Phillips,1983,0,,,
robined01,Eddie Robinson,2000-2004,0,,,
curryed01,Eddy Curry,2002-2013,0,,,
jonesed01,Edgar Jones,1981-1986,0,,,
laceyed01,Edgar Lacey,1969,0,,,
sosaed01,Edgar Sosa,-,0,,,
bavcied01,Edin Bavcic,-,0,,,
sumneed01,Edmond Sumner,2018,1,,,
lawreed01,Edmund Lawrence,1981,0,,,
najered01,Eduardo Najera,2001-2012,0,,,
ubileed01,Edwin Ubiles,2012,0,,,
tavarwa01,Edy Tavares,2016-2017,1,,,
rentzef01,Efthimi Rentzias,2003,0,,,
mockeeg01,Egidijus Mockevicius,-,0,,,
ugboaej01,Ejike Ugboaja,-,0,,,
udohek01,Ekpe Udoh,2011-2018,1,,,
campbel01,Elden Campbell,1991-2005,0,,,
recasel01,Eldridge Recasner,1995-2002,0,,,
paytoel01,Elfrid Payton,2015-2018,1,,,
bayloel01,Elgin Baylor,1959-1972,0,,,
cookel01,Elgin Cook,-,0,,,
harriel01,Elias Harris,2014,0,,,
johnsel01,Elijah Johnson,-,0,,,
millsel01,Elijah Millsap,2015-2017,1,,,
perryel01,Elliot Perry,1992-2002,0,,,
williel01,Elliot Williams,2012-2016,0,,,
behnkel01,Elmer Behnke,1952,0,,,
benneel01,Elmer Bennett,1995-1997,0,,,
gaineel01,Elmer Gainer,1948-1950,0,,,
morgeel01,Elmore Morgenthaler,1947-1949,0,,,
smithel01,Elmore Smith,1972-1979,0,,,
spencel01,Elmore Spencer,1993-1997,0,,,
webstel01,Elnardo Webster,1972,0,,,
vargael01,Eloy Vargas,-,0,,,
turneel01,Elston Turner,1982-1989,0,,,
brandel01,Elton Brand,2000-2016,0,,,
mcgriel01,Elton McGriff,1968-1969,0,,,
hayesel01,Elvin Hayes,1969-1984,0,,,
ivoryel01,Elvin Ivory,1969,0,,,
bryanem01,Em Bryant,1965-1972,0,,,
davisem01,Emanual Davis,1997-2003,0,,,
okafoem01,Emeka Okafor,2005-2018,1,,,
preldem01,Emir Preldzic,-,0,,,
mudiaem01,Emmanuel Mudiay,2016-2018,1,,,
kanteen01,Enes Kanter,2012-2018,1,,,
whatlen01,Ennis Whatley,1984-1997,0,,,
lorbeer01,Erazem Lorbek,-,0,,,
anderer01,Eric Anderson,1993-1994,0,,,
atkiner01,Eric Atkins,-,0,,,
bledser01,Eric Bledsoe,2011-2018,1,,,
dawsoer01,Eric Dawson,2012,0,,,
fernser01,Eric Fernsten,1976-1984,0,,,
gordoer01,Eric Gordon,2009-2018,1,,,
griffer01,Eric Griffin,-,0,,,
johnser01,Eric Johnson,1990,0,,,
leckner01,Eric Leckner,1989-1997,0,,,
maynoer01,Eric Maynor,2010-2014,0,,,
mcwiler01,Eric McWilliams,1973,0,,,
mobleer01,Eric Mobley,1995-1997,0,,,
moneyer01,Eric Money,1975-1980,0,,,
montrer01,Eric Montross,1995-2002,0,,,
moreler01,Eric Moreland,2015-2018,1,,,
murdoer01,Eric Murdock,1992-2000,0,,,
piatker01,Eric Piatkowski,1995-2008,0,,,
rileyer01,Eric Riley,1994-1999,0,,,
snower01,Eric Snow,1996-2008,0,,,
washier01,Eric Washington,1998-1999,0,,,
whiteer01,Eric White,1988-1989,0,,,
willier01,Eric Williams,1996-2007,0,,,
barkler01,Erick Barkley,2001-2002,0,,,
dampier01,Erick Dampier,1997-2012,0,,,
greener01,Erick Green,2015-2016,0,,,
stricer01,Erick Strickland,1997-2005,0,,,
danieer01,Erik Daniels,2005,0,,,
mccreer01,Erik McCree,2018,1,,,
murpher01,Erik Murphy,2014,0,,,
browner01,Ernest Brown,2002,0,,,
barreer01,Ernie Barrett,1954-1956,0,,,
becker01,Ernie Beck,1954-1961,0,,,
calveer01,Ernie Calverley,1947-1949,0,,,
digreer01,Ernie DiGregorio,1974-1978,0,,,
grunfer01,Ernie Grunfeld,1978-1986,0,,,
vandeer01,Ernie Vandeweghe,1950-1956,0,,,
palmeer01,Errol Palmer,1968,0,,,
ilyaser01,Ersan Ilyasova,2007-2018,1,,,
stagger01,Erv Staggs,1970,0,,,
inniger01,Ervin Inniger,1968-1969,0,,,
johnser02,Ervin Johnson,1994-2006,0,,,
mueller01,Erwin Mueller,1967-1974,0,,,
hollies01,Essie Hollis,1979,0,,,
batises01,Esteban Batista,2006-2007,0,,,
thomaet01,Etan Thomas,2002-2011,0,,,
bohanet01,Etdrick Bohannon,1998-2001,0,,,
jetereu01,Eugene Jeter,2011,0,,,
eschmev01,Evan Eschmeyer,2000-2003,0,,,
fournev01,Evan Fournier,2013-2018,1,,,
turneev01,Evan Turner,2011-2018,1,,,
stephev01,Everette Stephens,1989-1991,0,,,
burnsev01,Evers Burns,1994,0,,,
grayev01,Evric Gray,1997,0,,,
okoboel01,Élie Okobo,-,0,,,
melofa01,Fab Melo,2013,0,,,
obertfa01,Fabricio Oberto,2006-2011,0,,,
leverfa01,Fat Lever,1983-1994,0,,,
taylofa01,Fatty Taylor,1970-1977,0,,,
kammefe01,Federico Kammerichs,-,0,,,
lopezfe01,Felipe Lopez,1999-2002,0,,,
spencfe01,Felton Spencer,1991-2002,0,,,
dembofe01,Fennis Dembo,1989,0,,,
martife01,Fernando Martin,1987,0,,,
ezelife01,Festus Ezeli,2013-2016,1,,,
thearfl01,Floyd Theard,1970,0,,,
volkefl01,Floyd Volker,1950,0,,,
willifl01,Fly Williams,1975,0,,,
robinfl01,Flynn Robinson,1967-1974,0,,,
walkefo01,Foots Walker,1975-1984,0,,,
ablefo01,Forest Able,1957,0,,,
mckenfo01,Forrest McKenzie,1987,0,,,
currafr01,Fran Curran,1949-1950,0,,,
ohanlfr01,Fran O'Hanlon,1971,0,,,
vazqufr01,Fran Vazquez,-,0,,,
elsonfr01,Francisco Elson,2004-2012,0,,,
garcifr01,Francisco Garcia,2006-2015,0,,,
brickfr01,Frank Brickowski,1985-1997,0,,,
cardfr01,Frank Card,1969-1973,0,,,
fucarfr01,Frank Fucarino,1947,0,,,
gatesfr01,Frank Gates,1950,0,,,
jacksfr01,Frank Jackson,-,0,,,
johnsfr01,Frank Johnson,1982-1994,0,,,
kaminfr01,Frank Kaminsky,2016-2018,1,,,
kendrfr01,Frank Kendrick,1975,0,,,
kornefr01,Frank Kornet,1990-1991,0,,,
kudelfr01,Frank Kudelka,1950-1953,0,,,
mangifr01,Frank Mangiapane,1947,0,,,
masonfr01,Frank Mason III,2018,1,,,
ntilila01,Frank Ntilikina,2018,1,,,
oleynfr01,Frank Oleynick,1976-1977,0,,,
radovfr01,Frank Radovich,1962,0,,,
ramsefr01,Frank Ramsey,1955-1964,0,,,
reddofr01,Frank Reddout,1954,0,,,
russefr01,Frank Russell,1973,0,,,
schadfr01,Frank Schade,1973,0,,,
selvyfr01,Frank Selvy,1955-1964,0,,,
willifr02,Frank Williams,2003-2005,0,,,
baumhfr01,Frankie Baumholtz,1947,0,,,
brianfr01,Frankie Brian,1950-1956,0,,,
kingfr01,Frankie King,1996-1997,0,,,
sandefr01,Frankie Sanders,1979-1981,0,,,
edwarfr01,Franklin Edwards,1982-1988,0,,,
brownfr01,Fred Brown,1972-1984,0,,,
cartefr01,Fred Carter,1970-1977,0,,,
chrisfr01,Fred Christ,1955,0,,,
cofiefr01,Fred Cofield,1986-1987,0,,,
diutefr01,Fred Diute,1955,0,,,
fostefr01,Fred Foster,1969-1977,0,,,
hetzefr01,Fred Hetzel,1966-1971,0,,,
hiltofr01,Fred Hilton,1972-1973,0,,,
hoibefr01,Fred Hoiberg,1996-2005,0,,,
jacobfr01,Fred Jacobs,1947,0,,,
jonesfr01,Fred Jones,2003-2009,0,,,
lacoufr01,Fred LaCour,1961-1963,0,,,
painefr01,Fred Paine,1949,0,,,
roberfr01,Fred Roberts,1984-1997,0,,,
saundfr01,Fred Saunders,1975-1978,0,,,
schaufr01,Fred Schaus,1950-1954,0,,,
scolafr01,Fred Scolari,1947-1955,0,,,
shefffr01,Fred Sheffield,1947,0,,,
taylofr01,Fred Taylor,1971-1972,0,,,
vanvlfr01,Fred VanVleet,2017-2018,1,,,
vinsofr01,Fred Vinson,1995-2000,0,,,
boydfr01,Freddie Boyd,1973-1978,0,,,
crawffr01,Freddie Crawford,1967-1971,0,,,
lewisfr01,Freddie Lewis,1949-1950,0,,,
lewisfr02,Freddie Lewis,1967-1977,0,,,
willifr01,Freeman Williams,1979-1986,0,,,
freyfr01,Frido Frey,1947,0,,,
nagyfr01,Fritz Nagy,1949,0,,,
aldemfu01,Furkan Aldemir,2015,0,,,
korkmfu01,Furkan Korkmaz,2018,1,,,
pruitga01,Gabe Pruitt,2008-2009,0,,,
goodrga01,Gail Goodrich,1966-1979,0,,,
mekelga01,Gal Mekel,2014-2015,0,,,
bishoga01,Gale Bishop,1949,0,,,
lawalga01,Gani Lawal,2011,0,,,
heardga01,Gar Heard,1971-1981,0,,,
smithga01,Garfield Smith,1971-1973,0,,,
oshiega01,Garland O'Shields,1947,0,,,
silerga01,Garret Siler,2011,0,,,
stutzga01,Garrett Stutz,-,0,,,
templga01,Garrett Temple,2010-2018,1,,,
wittsga01,Garry Witts,1982,0,,,
josepga01,Garth Joseph,2001,0,,,
alcorga01,Gary Alcorn,1960-1961,0,,,
alexaga01,Gary Alexander,1994,0,,,
bergega01,Gary Bergen,1957,0,,,
braddga01,Gary Bradds,1965-1971,0,,,
brokaga01,Gary Brokaw,1975-1978,0,,,
forbega01,Gary Forbes,2011-2012,0,,,
freemga01,Gary Freeman,1971,0,,,
garlaga01,Gary Garland,1980,0,,,
grantga01,Gary Grant,1989-2001,0,,,
grayga01,Gary Gray,1968,0,,,
gregoga01,Gary Gregor,1969-1974,0,,,
harriga01,Gary Harris,2015-2018,1,,,
hillga01,Gary Hill,1964-1965,0,,,
kellega01,Gary Keller,1968-1969,0,,,
leonaga01,Gary Leonard,1990-1992,0,,,
melchga01,Gary Melchionni,1974-1975,0,,,
nealga01,Gary Neal,2011-2017,0,,,
paytoga01,Gary Payton,1991-2007,0,,,
paytoga02,Gary Payton II,2017-2018,1,,,
phillga01,Gary Phillips,1962-1966,0,,,
plummga01,Gary Plummer,1985-1993,0,,,
suitega01,Gary Suiter,1971,0,,,
trentga01,Gary Trent,1996-2004,0,,,
trentga02,Gary Trent Jr.,-,0,,,
turnega01,Gary Turner,1968,0,,,
vocega01,Gary Voce,1990,0,,,
zellega01,Gary Zeller,1971-1972,0,,,
nickega01,Gaylon Nickerson,1997,0,,,
hammige01,Geert Hammink,1994-1996,0,,,
banksge01,Gene Banks,1982-1987,0,,,
bercege01,Gene Berce,1950,0,,,
conlege01,Gene Conley,1953-1964,0,,,
dykerge01,Gene Dyker,1954,0,,,
engluge01,Gene Englund,1950,0,,,
gillege01,Gene Gillette,1947,0,,,
guarige01,Gene Guarilia,1960-1963,0,,,
jamesge01,Gene James,1949-1951,0,,,
littlge01,Gene Littles,1970-1975,0,,,
moorege01,Gene Moore,1969-1975,0,,,
ollrige01,Gene Ollrich,1950,0,,,
phillge01,Gene Phillips,1972-1973,0,,,
rhodege01,Gene Rhodes,1953,0,,,
rockge01,Gene Rock,1948,0,,,
shortge01,Gene Short,1976,0,,,
shuege01,Gene Shue,1955-1964,0,,,
stumpge01,Gene Stump,1948-1950,0,,,
tormobu01,Gene Tormohlen,1963-1970,0,,,
vancege01,Gene Vance,1948-1952,0,,,
wileyge01,Gene Wiley,1963-1968,0,,,
willige01,Gene Williams,1970,0,,,
carlige01,Geno Carlisle,2005,0,,,
crompge01,Geoff Crompton,1979-1984,0,,,
hustoge01,Geoff Huston,1980-1987,0,,,
petrige01,Geoff Petrie,1971-1976,0,,,
adamsge01,George Adams,1973-1975,0,,,
blanege01,George Blaney,1962,0,,,
bonsage01,George Bon Salle,1962,0,,,
brownge01,George Brown,1958,0,,,
brunsge01,George Bruns,1973,0,,,
buccige01,George Bucci,1976,0,,,
cartege01,George Carter,1968-1976,0,,,
depauge01,George de Paula,-,0,,,
dempsge01,George Dempsey,1955-1959,0,,,
feigege01,George Feigenbaum,1950-1953,0,,,
gervige01,George Gervin,1973-1986,0,,,
glamage01,George Glamack,1949,0,,,
hillge01,George Hill,2009-2018,1,,,
irvinge01,George Irvine,1971-1976,0,,,
